Iter,PID,Processor Id,Number of Faults,Evictions,Resident Pages,Physical Memory Allocated,Memory Evicted of other Processes,Thrased Pages
0,22070,0,0,0,0,0,0,0
0,22070,1,43780,0,128000,524288000,0,0
1,22070,0,0,0,0,0,0,0
1,22070,1,43780,0,128000,524288000,0,0
2,22070,0,0,0,0,0,0,0
2,22070,1,43780,0,128000,524288000,0,0
3,22070,0,0,0,0,0,0,0
3,22070,1,80836,0,256000,1048576000,0,0
4,22070,0,0,0,0,0,0,0
4,22070,1,80836,0,256000,1048576000,0,0
5,22070,0,0,0,0,0,0,0
5,22070,1,80836,0,256000,1048576000,0,0
6,22070,0,0,0,0,0,0,0
6,22070,1,120663,0,384000,1572864000,0,0
7,22070,0,0,0,0,0,0,0
7,22070,1,120663,0,384000,1572864000,0,0
8,22070,0,0,0,0,0,0,0
8,22070,1,120663,0,384000,1572864000,0,0
9,22070,0,0,0,0,0,0,0
9,22070,1,133959,0,429744,1803550720,0,0
10,22070,0,0,0,0,0,0,0
10,22070,1,159682,0,512000,2097152000,0,0
11,22070,0,0,0,0,0,0,0
11,22070,1,159682,0,512000,2097152000,0,0
12,22070,0,0,0,0,0,0,0
12,22070,1,159682,0,512000,2097152000,0,0
13,22070,0,0,0,0,0,0,0
13,22070,1,197596,0,640000,2621440000,0,0
14,22070,0,0,0,0,0,0,0
14,22070,1,197596,0,640000,2621440000,0,0
15,22070,0,0,0,0,0,0,0
15,22070,1,197596,0,640000,2621440000,0,0
16,22070,0,0,0,0,0,0,0
16,22070,1,239206,0,768000,3145728000,0,0
17,22070,0,0,0,0,0,0,0
17,22070,1,239206,0,768000,3145728000,0,0
18,22070,0,0,0,0,0,0,0
18,22070,1,239206,0,768000,3145728000,0,0
19,22070,0,0,0,0,0,0,0
19,22070,1,277527,0,896000,3670016000,0,0
20,22070,0,0,0,0,0,0,0
20,22070,1,277527,0,896000,3670016000,0,0
21,22070,0,0,0,0,0,0,0
21,22070,1,277527,0,896000,3670016000,0,0
22,22070,0,0,0,0,0,0,0
22,22070,1,316301,0,1024000,4194304000,0,0
23,22070,0,0,0,0,0,0,0
23,22070,1,316301,0,1024000,4194304000,0,0
24,22070,0,0,0,0,0,0,0
24,22070,1,316301,0,1024000,4194304000,0,0
25,22070,0,0,0,0,0,0,0
25,22070,1,356433,0,1152000,4718592000,0,0
26,22070,0,0,0,0,0,0,0
26,22070,1,356433,0,1152000,4718592000,0,0
27,22070,0,0,0,0,0,0,0
27,22070,1,356433,0,1152000,4718592000,0,0
28,22070,0,0,0,0,0,0,0
28,22070,1,396634,0,1280000,5242880000,0,0
29,22070,0,0,0,0,0,0,0
29,22070,1,396634,0,1280000,5242880000,0,0
30,22070,0,0,0,0,0,0,0
30,22070,1,396634,0,1280000,5242880000,0,0
31,22070,0,0,0,0,0,0,0
31,22070,1,435725,0,1408000,5767168000,0,0
32,22070,0,0,0,0,0,0,0
32,22070,1,435725,0,1408000,5767168000,0,0
33,22070,0,0,0,0,0,0,0
33,22070,1,435725,0,1408000,5767168000,0,0
34,22070,0,0,0,0,0,0,0
34,22070,1,473866,0,1536000,6291456000,0,0
35,22070,0,0,0,0,0,0,0
35,22070,1,473866,0,1536000,6291456000,0,0
36,22070,0,0,0,0,0,0,0
36,22070,1,473866,0,1536000,6291456000,0,0
37,22070,0,0,0,0,0,0,0
37,22070,1,511726,0,1664000,6815744000,0,0
38,22070,0,0,0,0,0,0,0
38,22070,1,511726,0,1664000,6815744000,0,0
39,22070,0,0,0,0,0,0,0
39,22070,1,511726,0,1664000,6815744000,0,0
40,22070,0,0,0,0,0,0,0
40,22070,1,550983,0,1792000,7340032000,0,0
41,22070,0,0,0,0,0,0,0
41,22070,1,550983,0,1792000,7340032000,0,0
42,22070,0,0,0,0,0,0,0
42,22070,1,550983,0,1792000,7340032000,0,0
43,22070,0,0,0,0,0,0,0
43,22070,1,590053,0,1920000,7864320000,0,0
44,22070,0,0,0,0,0,0,0
44,22070,1,590053,0,1920000,7864320000,0,0
45,22070,0,0,0,0,0,0,0
45,22070,1,590053,0,1920000,7864320000,0,0
46,22070,0,0,0,0,0,0,0
46,22070,1,630602,0,2048000,8388608000,0,0
47,22070,0,0,0,0,0,0,0
47,22070,1,630602,0,2048000,8388608000,0,0
48,22070,0,0,0,0,0,0,0
48,22070,1,630602,0,2048000,8388608000,0,0
49,22070,0,0,0,0,0,0,0
49,22070,1,630602,0,2048000,8388608000,0,0
50,22070,0,0,0,0,0,0,0
